plan_key,plan_id,issuer_id,plan_type,metal_level,product_type,state
6018,85773IL0030039,85773,HMO,Silver,QHP,IL
6019,85773IL0030040,85773,HMO,Bronze Expanded,QHP,IL
6020,85773IL0030041,85773,HMO,Bronze Expanded,QHP,IL
6021,85773IL0030042,85773,HMO,Bronze Expanded,QHP,IL
6022,85773IL0030043,85773,HMO,Bronze Expanded,QHP,IL
6023,85773IL0030044,85773,HMO,Bronze Expanded,QHP,IL
6024,85773IL0030049,85773,HMO,Silver,QHP,IL
6025,17575IN0700058,17575,HMO,Bronze Expanded,QHP,IN
6026,17575IN0700059,17575,HMO,Silver,QHP,IN
6027,17575IN0700060,17575,HMO,Silver,QHP,IN
6028,17575IN0700061,17575,HMO,Silver,QHP,IN
6029,17575IN0700062,17575,HMO,Silver,QHP,IN
6030,17575IN0700063,17575,HMO,Silver,QHP,IN
6031,17575IN0700064,17575,HMO,Bronze,QHP,IN
6032,17575IN0700065,17575,HMO,Bronze Expanded,QHP,IN
6033,17575IN0700066,17575,HMO,Silver,QHP,IN
6034,17575IN0700067,17575,HMO,Gold,QHP,IN
6035,17575IN0760007,17575,POS,Bronze Expanded,QHP,IN
6036,76179IN0110022,76179,EPO,Bronze Expanded,QHP,IN
6037,76179IN0110024,76179,EPO,Silver,QHP,IN
6038,76179IN0110025,76179,EPO,Gold,QHP,IN
6039,76179IN0110077,76179,EPO,Bronze,QHP,IN
6040,76179IN0110078,76179,EPO,Bronze Expanded,QHP,IN
6041,76179IN0110079,76179,EPO,Silver,QHP,IN
6042,76179IN0110080,76179,EPO,Gold,QHP,IN
6043,76179IN0130077,76179,EPO,Bronze Expanded,QHP,IN
6044,76179IN0130079,76179,EPO,Silver,QHP,IN
6045,76179IN0130080,76179,EPO,Gold,QHP,IN
6046,76179IN0170001,76179,EPO,Bronze Expanded,QHP,IN
6047,76179IN0170002,76179,EPO,Silver,QHP,IN
6048,76179IN0170003,76179,EPO,Gold,QHP,IN
6049,94419IN0010001,94419,EPO,Bronze Expanded,QHP,IN
6050,94419IN0010002,94419,EPO,Bronze Expanded,QHP,IN
6051,94419IN0010003,94419,EPO,Bronze Expanded,QHP,IN
6052,94419IN0010004,94419,EPO,Bronze Expanded,QHP,IN
6053,94419IN0010005,94419,EPO,Bronze,QHP,IN
6054,94419IN0010006,94419,EPO,Gold,QHP,IN
6055,94419IN0010008,94419,EPO,Gold,QHP,IN
6056,94419IN0010009,94419,EPO,Silver,QHP,IN
6057,94419IN0010010,94419,EPO,Silver,QHP,IN
6058,94419IN0010011,94419,EPO,Silver,QHP,IN
6059,94419IN0010012,94419,EPO,Silver,QHP,IN
6060,94419IN0010013,94419,EPO,Bronze Expanded,QHP,IN
6061,94419IN0010014,94419,EPO,Bronze Expanded,QHP,IN
6062,94419IN0010015,94419,EPO,Silver,QHP,IN
6063,94419IN0010016,94419,EPO,Silver,QHP,IN
6064,94419IN0010019,94419,EPO,Bronze Expanded,QHP,IN
6065,35755IN0080009,35755,EPO,Bronze Expanded,QHP,IN
6066,35755IN0080010,35755,EPO,Silver,QHP,IN
6067,35755IN0080011,35755,EPO,Gold,QHP,IN
6068,54192IN0010021,54192,HMO,Silver,QHP,IN
6069,54192IN0020021,54192,HMO,Silver,QHP,IN
6070,18558KS0420001,18558,EPO,Bronze,QHP,KS
6071,18558KS0420002,18558,EPO,Bronze Expanded,QHP,KS
6072,18558KS0420003,18558,EPO,Silver,QHP,KS
6073,18558KS0420004,18558,EPO,Gold,QHP,KS
6074,32542KS0090009,32542,EPO,Bronze Expanded,QHP,KS
6075,32542KS0090010,32542,EPO,Silver,QHP,KS
6076,32542KS0090011,32542,EPO,Gold,QHP,KS
6077,39520KS0040041,39520,EPO,Bronze Expanded,QHP,KS
6078,39520KS0040045,39520,EPO,Gold,QHP,KS
6079,39520KS0040051,39520,EPO,Bronze Expanded,QHP,KS
6080,39520KS0040055,39520,EPO,Gold,QHP,KS
6081,39520KS0040057,39520,EPO,Silver,QHP,KS
6082,39520KS0040059,39520,EPO,Bronze,QHP,KS
6083,39520KS0050055,39520,EPO,Gold,QHP,KS
6084,39520KS0050057,39520,EPO,Silver,QHP,KS
6085,39520KS0050059,39520,EPO,Bronze,QHP,KS
6086,43490KS0010050,43490,EPO,Bronze Expanded,QHP,KS
6087,43490KS0010051,43490,EPO,Bronze,QHP,KS
6088,43490KS0010052,43490,EPO,Silver,QHP,KS
6089,43490KS0010053,43490,EPO,Gold,QHP,KS
6090,76763KS0010023,76763,EPO,Bronze Expanded,QHP,KS
6091,76763KS0010030,76763,EPO,Bronze,QHP,KS
6092,76763KS0010031,76763,EPO,Bronze,QHP,KS
6093,76763KS0010032,76763,EPO,Bronze Expanded,QHP,KS
6094,76763KS0010033,76763,EPO,Bronze Expanded,QHP,KS
6095,76763KS0010034,76763,EPO,Silver,QHP,KS
6096,76763KS0010035,76763,EPO,Silver,QHP,KS
6097,76763KS0010036,76763,EPO,Gold,QHP,KS
6098,76763KS0010037,76763,EPO,Gold,QHP,KS
6099,94248KS0560012,94248,EPO,Catastrophic,QHP,KS
6100,94248KS0560014,94248,EPO,Silver,QHP,KS
6101,94248KS0560015,94248,EPO,Bronze Expanded,QHP,KS
6102,94968KS0090001,94968,EPO,Gold,QHP,KS
6103,94968KS0090002,94968,EPO,Gold,QHP,KS
6104,94968KS0090003,94968,EPO,Gold,QHP,KS
6105,94968KS0090004,94968,EPO,Silver,QHP,KS
6106,94968KS0090005,94968,EPO,Silver,QHP,KS
6107,94968KS0090006,94968,EPO,Silver,QHP,KS
6108,94968KS0090007,94968,EPO,Silver,QHP,KS
6109,94968KS0090008,94968,EPO,Silver,QHP,KS
6110,94968KS0090009,94968,EPO,Silver,QHP,KS
6111,94968KS0090010,94968,EPO,Bronze,QHP,KS
6112,94968KS0090011,94968,EPO,Bronze Expanded,QHP,KS
6113,94968KS0090012,94968,EPO,Bronze Expanded,QHP,KS
6114,94968KS0090013,94968,EPO,Bronze Expanded,QHP,KS
6115,94968KS0090014,94968,EPO,Bronze,QHP,KS
6116,34368KS0110065,34368,EPO,Silver,QHP,KS
6117,34368KS0110066,34368,EPO,Gold,QHP,KS
6118,34368KS0110068,34368,EPO,Bronze Expanded,QHP,KS
6119,34368KS0110069,34368,EPO,Silver,QHP,KS
6120,34368KS0110070,34368,EPO,Gold,QHP,KS
6121,34368KS0120063,34368,EPO,Silver,QHP,KS
6122,34368KS0120067,34368,EPO,Silver,QHP,KS
6123,34368KS0120068,34368,EPO,Gold,QHP,KS
6124,34368KS0150007,34368,EPO,Bronze Expanded,QHP,KS
6125,34368KS0150008,34368,EPO,Silver,QHP,KS
6126,34368KS0150009,34368,EPO,Gold,QHP,KS
6127,61604LA0010017,61604,HMO,Silver,QHP,LA
6128,61604LA0010018,61604,HMO,Gold,QHP,LA
6129,61604LA0010019,61604,HMO,Bronze,QHP,LA
6130,61604LA0010020,61604,HMO,Bronze Expanded,QHP,LA
6131,61604LA0010021,61604,HMO,Silver,QHP,LA
6132,61604LA0010022,61604,HMO,Gold,QHP,LA
6133,61604LA0020015,61604,HMO,Silver,QHP,LA
6134,61604LA0020017,61604,HMO,Silver,QHP,LA
6135,61604LA0020018,61604,HMO,Gold,QHP,LA
6136,69842LA0240010,69842,EPO,Gold,QHP,LA
6137,69842LA0240011,69842,EPO,Gold,QHP,LA
6138,69842LA0240012,69842,EPO,Gold,QHP,LA
6139,69842LA0240013,69842,EPO,Silver,QHP,LA
6140,69842LA0240014,69842,EPO,Silver,QHP,LA
6141,69842LA0240015,69842,EPO,Silver,QHP,LA
6142,69842LA0240016,69842,EPO,Silver,QHP,LA
6143,69842LA0240017,69842,EPO,Silver,QHP,LA
6144,69842LA0240018,69842,EPO,Bronze Expanded,QHP,LA
6145,69842LA0240019,69842,EPO,Bronze,QHP,LA
6146,67243LA0090045,67243,POS,Gold,QHP,LA
6147,67243LA0090046,67243,POS,Silver,QHP,LA
6148,67243LA0090047,67243,POS,Bronze Expanded,QHP,LA
6149,98780LA0110001,98780,HMO,Bronze,QHP,LA
6150,98780LA0110002,98780,HMO,Bronze,QHP,LA
6151,98780LA0110003,98780,HMO,Bronze,QHP,LA
6152,98780LA0120001,98780,HMO,Silver,QHP,LA
6153,98780LA0120002,98780,HMO,Silver,QHP,LA
6154,98780LA0120003,98780,HMO,Silver,QHP,LA
6155,98780LA0130001,98780,HMO,Gold,QHP,LA
6156,98780LA0130002,98780,HMO,Gold,QHP,LA
6157,98780LA0130003,98780,HMO,Gold,QHP,LA
6158,97176LA0340021,97176,PPO,Bronze,QHP,LA
6159,97176LA0340022,97176,PPO,Gold,QHP,LA
6160,97176LA0340023,97176,PPO,Silver,QHP,LA
6161,19636LA0220016,19636,POS,Bronze,QHP,LA
6162,19636LA0220017,19636,POS,Bronze Expanded,QHP,LA
6163,19636LA0220018,19636,POS,Silver,QHP,LA
6164,19636LA0220019,19636,POS,Gold,QHP,LA
6165,19636LA0230008,19636,POS,Silver,QHP,LA
6166,15560MI1130002,15560,PPO,Gold,QHP,MI
6167,40047MI0010008,40047,HMO,Gold,QHP,MI
6168,40047MI0010009,40047,HMO,Silver,QHP,MI
6169,60829MI0190032,60829,HMO,Gold,QHP,MI
6170,60829MI0190033,60829,HMO,Silver,QHP,MI
6171,60829MI0190034,60829,HMO,Bronze Expanded,QHP,MI
6172,60829MI0190035,60829,HMO,Gold,QHP,MI
6173,60829MI0190036,60829,HMO,Gold,QHP,MI
6174,60829MI0190037,60829,HMO,Gold,QHP,MI
6175,60829MI0190038,60829,HMO,Gold,QHP,MI
6176,60829MI0190039,60829,HMO,Silver,QHP,MI
6177,60829MI0190041,60829,HMO,Silver,QHP,MI
6178,60829MI0190043,60829,HMO,Silver,QHP,MI
6179,60829MI0190044,60829,HMO,Silver,QHP,MI
6180,60829MI0190045,60829,HMO,Bronze,QHP,MI
6181,60829MI0190046,60829,HMO,Bronze Expanded,QHP,MI
6182,60829MI0190047,60829,HMO,Bronze Expanded,QHP,MI
6183,60829MI0190048,60829,HMO,Catastrophic,QHP,MI
6184,60829MI0190049,60829,HMO,Gold,QHP,MI
6185,60829MI0190050,60829,HMO,Gold,QHP,MI
6186,60829MI0190051,60829,HMO,Gold,QHP,MI
6187,60829MI0190052,60829,HMO,Gold,QHP,MI
6188,60829MI0190053,60829,HMO,Silver,QHP,MI
6189,60829MI0190055,60829,HMO,Silver,QHP,MI
6190,60829MI0190057,60829,HMO,Silver,QHP,MI
6191,60829MI0190058,60829,HMO,Silver,QHP,MI
6192,60829MI0190059,60829,HMO,Bronze,QHP,MI
6193,60829MI0190060,60829,HMO,Bronze Expanded,QHP,MI
6194,60829MI0190061,60829,HMO,Bronze Expanded,QHP,MI
6195,60829MI0190062,60829,HMO,Catastrophic,QHP,MI
6196,60829MI0220003,60829,HMO,Bronze Expanded,QHP,MI
6197,60829MI0220004,60829,HMO,Bronze Expanded,QHP,MI
6198,77739MI0070050,77739,EPO,Bronze Expanded,QHP,MI
6199,77739MI0070051,77739,EPO,Bronze,QHP,MI
6200,77739MI0070052,77739,EPO,Silver,QHP,MI
6201,77739MI0070053,77739,EPO,Gold,QHP,MI
6202,29698MI0540600,29698,HMO,Bronze Expanded,QHP,MI
6203,29698MI0540601,29698,HMO,Bronze Expanded,QHP,MI
6204,29698MI0540602,29698,HMO,Bronze Expanded,QHP,MI
6205,29698MI0540603,29698,HMO,Bronze Expanded,QHP,MI
6206,29698MI0540604,29698,HMO,Bronze Expanded,QHP,MI
6207,29698MI0540605,29698,HMO,Bronze Expanded,QHP,MI
6208,29698MI0540610,29698,HMO,Bronze Expanded,QHP,MI
6209,29698MI0540611,29698,HMO,Bronze Expanded,QHP,MI
6210,29698MI0540612,29698,HMO,Bronze Expanded,QHP,MI
6211,29698MI0540613,29698,HMO,Bronze Expanded,QHP,MI
6212,29698MI0540614,29698,HMO,Bronze Expanded,QHP,MI
6213,29698MI0540615,29698,HMO,Bronze Expanded,QHP,MI
6214,29698MI0540616,29698,HMO,Bronze Expanded,QHP,MI
6215,29698MI0540617,29698,HMO,Bronze Expanded,QHP,MI
6216,29698MI0540620,29698,HMO,Silver,QHP,MI
6217,29698MI0540621,29698,HMO,Silver,QHP,MI
6218,29698MI0540622,29698,HMO,Silver,QHP,MI
6219,29698MI0540623,29698,HMO,Silver,QHP,MI
6220,29698MI0540624,29698,HMO,Silver,QHP,MI
6221,29698MI0540625,29698,HMO,Silver,QHP,MI
6222,29698MI0540660,29698,HMO,Silver,QHP,MI
6223,29698MI0540661,29698,HMO,Silver,QHP,MI
6224,29698MI0540662,29698,HMO,Silver,QHP,MI
6225,29698MI0540663,29698,HMO,Silver,QHP,MI
6226,29698MI0540664,29698,HMO,Silver,QHP,MI
6227,29698MI0540665,29698,HMO,Silver,QHP,MI
6228,29698MI0540666,29698,HMO,Silver,QHP,MI
6229,29698MI0540667,29698,HMO,Silver,QHP,MI
6230,29698MI0540700,29698,HMO,Bronze Expanded,QHP,MI
6231,29698MI0540701,29698,HMO,Bronze Expanded,QHP,MI
6232,29698MI0540702,29698,HMO,Bronze Expanded,QHP,MI
6233,29698MI0540703,29698,HMO,Bronze Expanded,QHP,MI
6234,29698MI0540704,29698,HMO,Bronze Expanded,QHP,MI
6235,29698MI0540705,29698,HMO,Bronze Expanded,QHP,MI
6236,29698MI0540710,29698,HMO,Silver,QHP,MI
6237,29698MI0540711,29698,HMO,Silver,QHP,MI
6238,29698MI0540712,29698,HMO,Silver,QHP,MI
6239,29698MI0540713,29698,HMO,Silver,QHP,MI
6240,29698MI0540714,29698,HMO,Silver,QHP,MI
6241,29698MI0540715,29698,HMO,Silver,QHP,MI
6242,29698MI0540720,29698,HMO,Gold,QHP,MI
6243,29698MI0540721,29698,HMO,Gold,QHP,MI
6244,29698MI0540722,29698,HMO,Gold,QHP,MI
6245,29698MI0540723,29698,HMO,Gold,QHP,MI
6246,29698MI0540724,29698,HMO,Gold,QHP,MI
6247,29698MI0540725,29698,HMO,Gold,QHP,MI
6248,29698MI0540735,29698,HMO,Bronze Expanded,QHP,MI
6249,29698MI0540736,29698,HMO,Bronze Expanded,QHP,MI
6250,29698MI0540737,29698,HMO,Silver,QHP,MI
6251,29698MI0540739,29698,HMO,Silver,QHP,MI
6252,29698MI0540742,29698,HMO,Gold,QHP,MI
6253,29698MI0540743,29698,HMO,Bronze Expanded,QHP,MI
6254,29698MI0540744,29698,HMO,Silver,QHP,MI
6255,29698MI0540745,29698,HMO,Gold,QHP,MI
6256,58594MI0030021,58594,HMO,Gold,QHP,MI
6257,58594MI0030022,58594,HMO,Bronze,QHP,MI
6258,58594MI0030023,58594,HMO,Bronze Expanded,QHP,MI
6259,58594MI0030024,58594,HMO,Silver,QHP,MI
6260,58594MI0030025,58594,HMO,Gold,QHP,MI
6261,58594MI0040022,58594,HMO,Silver,QHP,MI
6262,58594MI0040023,58594,HMO,Gold,QHP,MI
6263,58996MI0700009,58996,EPO,Bronze Expanded,QHP,MI
6264,58996MI0700010,58996,EPO,Silver,QHP,MI
6265,58996MI0700011,58996,EPO,Gold,QHP,MI
6266,71667MI0010026,71667,HMO,Gold,QHP,MI
6267,71667MI0010027,71667,HMO,Silver,QHP,MI
6268,71667MI0010028,71667,HMO,Silver,QHP,MI
6269,71667MI0010029,71667,HMO,Bronze Expanded,QHP,MI
6270,71667MI0010030,71667,HMO,Bronze Expanded,QHP,MI
6271,71667MI0010031,71667,HMO,Bronze,QHP,MI
6272,71667MI0010032,71667,HMO,Gold,QHP,MI
6273,71667MI0010033,71667,HMO,Silver,QHP,MI
6274,71667MI0010034,71667,HMO,Silver,QHP,MI
6275,71667MI0010035,71667,HMO,Silver,QHP,MI
6276,71667MI0010036,71667,HMO,Silver,QHP,MI
6277,71667MI0010037,71667,HMO,Bronze,QHP,MI
6278,74917MI0020016,74917,HMO,Gold,QHP,MI
6279,74917MI0020017,74917,HMO,Silver,QHP,MI
6280,74917MI0020018,74917,HMO,Gold,QHP,MI
6281,74917MI0020019,74917,HMO,Silver,QHP,MI
6282,74917MI0020023,74917,HMO,Bronze,QHP,MI
6283,74917MI0020024,74917,HMO,Bronze Expanded,QHP,MI
6284,98185MI0180025,98185,HMO,Silver,QHP,MI
6285,98185MI0180026,98185,HMO,Silver,QHP,MI
6286,98185MI0440013,98185,HMO,Bronze Expanded,QHP,MI
6287,98185MI0440014,98185,HMO,Bronze Expanded,QHP,MI
6288,98185MI0550018,98185,HMO,Gold,QHP,MI
6289,98185MI0550019,98185,HMO,Silver,QHP,MI
6290,98185MI0550020,98185,HMO,Bronze Expanded,QHP,MI
6291,98185MI0550021,98185,HMO,Bronze Expanded,QHP,MI
6292,98185MI0550022,98185,HMO,Bronze Expanded,QHP,MI
6293,98185MI0550023,98185,HMO,Bronze Expanded,QHP,MI
6294,98185MI0550024,98185,HMO,Bronze,QHP,MI
6295,98185MI0550025,98185,HMO,Bronze,QHP,MI
6296,98185MI0550026,98185,HMO,Bronze,QHP,MI
6297,98185MI0550027,98185,HMO,Bronze,QHP,MI
6298,98185MI0850001,98185,HMO,Bronze Expanded,QHP,MI
6299,98185MI0850002,98185,HMO,Silver,QHP,MI
6300,53461MO0010041,53461,EPO,Bronze Expanded,QHP,MO
6301,53461MO0010045,53461,EPO,Gold,QHP,MO
6302,53461MO0010051,53461,EPO,Bronze Expanded,QHP,MO
6303,53461MO0010055,53461,EPO,Gold,QHP,MO
6304,53461MO0010057,53461,EPO,Silver,QHP,MO
6305,53461MO0010059,53461,EPO,Bronze,QHP,MO
6306,53461MO0070045,53461,EPO,Gold,QHP,MO
6307,53461MO0070051,53461,EPO,Bronze Expanded,QHP,MO
6308,53461MO0070055,53461,EPO,Gold,QHP,MO
6309,53461MO0070057,53461,EPO,Silver,QHP,MO
6310,53461MO0070059,53461,EPO,Bronze,QHP,MO
6311,53461MO0080045,53461,EPO,Gold,QHP,MO
6312,53461MO0080051,53461,EPO,Bronze Expanded,QHP,MO
6313,53461MO0080055,53461,EPO,Gold,QHP,MO
6314,53461MO0080057,53461,EPO,Silver,QHP,MO
6315,53461MO0080059,53461,EPO,Bronze,QHP,MO
6316,95426MO0410001,95426,EPO,Gold,QHP,MO
6317,95426MO0410002,95426,EPO,Gold,QHP,MO
6318,95426MO0410003,95426,EPO,Silver,QHP,MO
6319,95426MO0410004,95426,EPO,Silver,QHP,MO
6320,95426MO0410005,95426,EPO,Silver,QHP,MO
6321,95426MO0410006,95426,EPO,Silver,QHP,MO
6322,95426MO0410007,95426,EPO,Silver,QHP,MO
6323,95426MO0410008,95426,EPO,Silver,QHP,MO
6324,95426MO0410009,95426,EPO,Gold,QHP,MO
6325,95426MO0410010,95426,EPO,Bronze,QHP,MO
6326,95426MO0410011,95426,EPO,Bronze Expanded,QHP,MO
6327,95426MO0410012,95426,EPO,Bronze Expanded,QHP,MO
6328,95426MO0410013,95426,EPO,Bronze Expanded,QHP,MO
6329,95426MO0410014,95426,EPO,Bronze,QHP,MO
6330,99723MO0090066,99723,EPO,Gold,QHP,MO
6331,99723MO0090067,99723,EPO,Gold,QHP,MO
6332,99723MO0090068,99723,EPO,Bronze,QHP,MO
6333,99723MO0090069,99723,EPO,Bronze Expanded,QHP,MO
6334,99723MO0090070,99723,EPO,Silver,QHP,MO
6335,99723MO0090071,99723,EPO,Gold,QHP,MO
6336,99723MO0110067,99723,EPO,Silver,QHP,MO
6337,99723MO0110068,99723,EPO,Gold,QHP,MO
6338,99723MO0110069,99723,EPO,Gold,QHP,MO
6339,99723MO0140001,99723,EPO,Bronze Expanded,QHP,MO
6340,99723MO0140002,99723,EPO,Silver,QHP,MO
6341,99723MO0140003,99723,EPO,Gold,QHP,MO
6342,99723MO0140004,99723,EPO,Bronze Expanded,QHP,MO
6343,99723MO0140005,99723,EPO,Silver,QHP,MO
6344,99723MO0140006,99723,EPO,Gold,QHP,MO
6345,74483MO0040062,74483,EPO,Bronze Expanded,QHP,MO
6346,74483MO0040068,74483,EPO,Bronze Expanded,QHP,MO
6347,74483MO0040076,74483,EPO,Bronze,QHP,MO
6348,74483MO0040077,74483,EPO,Bronze,QHP,MO
6349,74483MO0040078,74483,EPO,Bronze,QHP,MO
6350,74483MO0040082,74483,EPO,Silver,QHP,MO
6351,74483MO0040083,74483,EPO,Silver,QHP,MO
6352,74483MO0040084,74483,EPO,Silver,QHP,MO
6353,74483MO0040085,74483,EPO,Gold,QHP,MO
6354,74483MO0040086,74483,EPO,Gold,QHP,MO
6355,74483MO0040087,74483,EPO,Gold,QHP,MO
6356,69512MO0010050,69512,EPO,Bronze Expanded,QHP,MO
6357,69512MO0010051,69512,EPO,Bronze,QHP,MO
6358,69512MO0010052,69512,EPO,Silver,QHP,MO
6359,69512MO0010053,69512,EPO,Gold,QHP,MO
6360,32753MO0950020,32753,EPO,Bronze,QHP,MO
6361,32753MO0950021,32753,EPO,Bronze Expanded,QHP,MO
6362,32753MO0950022,32753,EPO,Silver,QHP,MO
6363,32753MO0950023,32753,EPO,Gold,QHP,MO
6364,48161MO0200016,48161,EPO,Bronze Expanded,QHP,MO
6365,48161MO0200017,48161,EPO,Bronze Expanded,QHP,MO
6366,48161MO0200018,48161,EPO,Bronze Expanded,QHP,MO
6367,48161MO0200019,48161,EPO,Gold,QHP,MO
6368,48161MO0200020,48161,EPO,Gold,QHP,MO
6369,48161MO0200021,48161,EPO,Gold,QHP,MO
6370,48161MO0200022,48161,EPO,Silver,QHP,MO
6371,48161MO0200023,48161,EPO,Silver,QHP,MO
6372,48161MO0200024,48161,EPO,Silver,QHP,MO
6373,48161MO0200025,48161,EPO,Silver,QHP,MO
6374,48161MO0200026,48161,EPO,Silver,QHP,MO
6375,48161MO0200027,48161,EPO,Silver,QHP,MO
6376,34762MO0590018,34762,EPO,Bronze Expanded,QHP,MO
6377,34762MO0590019,34762,EPO,Silver,QHP,MO
6378,34762MO0590020,34762,EPO,Bronze Expanded,QHP,MO
6379,34762MO0590022,34762,EPO,Silver,QHP,MO
6380,34762MO0590023,34762,EPO,Catastrophic,QHP,MO
6381,47840MO0010011,47840,EPO,Gold,QHP,MO
6382,47840MO0010012,47840,EPO,Bronze Expanded,QHP,MO
6383,47840MO0010013,47840,EPO,Silver,QHP,MO
6384,47840MO0010014,47840,EPO,Gold,QHP,MO
6385,47840MO0010015,47840,EPO,Gold,QHP,MO
6386,47840MO0010016,47840,EPO,Silver,QHP,MO
6387,47840MO0010017,47840,EPO,Bronze Expanded,QHP,MO
6388,47840MO0010018,47840,EPO,Bronze,QHP,MO
6389,96384MO0220010,96384,EPO,Bronze,QHP,MO
6390,96384MO0220011,96384,EPO,Bronze Expanded,QHP,MO
6391,96384MO0220012,96384,EPO,Silver,QHP,MO
6392,96384MO0220013,96384,EPO,Silver,QHP,MO
6393,96384MO0220014,96384,EPO,Gold,QHP,MO
6394,90714MS0010062,90714,HMO,Bronze,QHP,MS
6395,90714MS0010063,90714,HMO,Bronze Expanded,QHP,MS
6396,90714MS0010064,90714,HMO,Silver,QHP,MS
6397,90714MS0010065,90714,HMO,Gold,QHP,MS
6398,90714MS0030062,90714,HMO,Silver,QHP,MS
6399,90714MS0060004,90714,HMO,Gold,QHP,MS
6400,97560MS0030012,97560,HMO,Gold,QHP,MS
6401,97560MS0030013,97560,HMO,Gold,QHP,MS
6402,97560MS0030014,97560,HMO,Gold,QHP,MS
6403,97560MS0030015,97560,HMO,Silver,QHP,MS
6404,97560MS0030016,97560,HMO,Silver,QHP,MS
6405,97560MS0030017,97560,HMO,Silver,QHP,MS
6406,97560MS0030018,97560,HMO,Silver,QHP,MS
6407,97560MS0030019,97560,HMO,Silver,QHP,MS
6408,97560MS0030020,97560,HMO,Silver,QHP,MS
6409,97560MS0030021,97560,HMO,Silver,QHP,MS
6410,97560MS0030022,97560,HMO,Bronze,QHP,MS
6411,97560MS0030023,97560,HMO,Bronze Expanded,QHP,MS
6412,97560MS0030024,97560,HMO,Bronze Expanded,QHP,MS
6413,97560MS0030025,97560,HMO,Bronze Expanded,QHP,MS
6414,97560MS0030026,97560,HMO,Bronze,QHP,MS
6415,97560MS0030027,97560,HMO,Bronze,QHP,MS
6416,56766MS0010011,56766,EPO,Silver,QHP,MS
6417,56766MS0010012,56766,EPO,Bronze Expanded,QHP,MS
6418,56766MS0010013,56766,EPO,Bronze,QHP,MS
6419,56766MS0010014,56766,EPO,Gold,QHP,MS
6420,56766MS0010015,56766,EPO,Bronze Expanded,QHP,MS
6421,14624MS0010007,14624,POS,Gold,QHP,MS
6422,14624MS0010008,14624,POS,Silver,QHP,MS
6423,14624MS0010009,14624,POS,Bronze Expanded,QHP,MS
6424,79975MS0010008,79975,HMO,Gold,QHP,MS
6425,79975MS0010009,79975,HMO,Silver,QHP,MS
6426,79975MS0010010,79975,HMO,Bronze Expanded,QHP,MS
6427,30751MT0550086,30751,PPO,Gold,QHP,MT
6428,30751MT0550087,30751,PPO,Silver,QHP,MT
6429,30751MT0550088,30751,PPO,Bronze,QHP,MT
6430,30751MT0550089,30751,PPO,Gold,QHP,MT
6431,30751MT0550090,30751,PPO,Silver,QHP,MT
6432,30751MT0550091,30751,PPO,Bronze,QHP,MT
6433,30751MT0550092,30751,PPO,Bronze Expanded,QHP,MT
6434,30751MT0550093,30751,PPO,Bronze Expanded,QHP,MT
6435,30751MT0550094,30751,PPO,Gold,QHP,MT
6436,30751MT0550095,30751,PPO,Gold,QHP,MT
6437,30751MT0550096,30751,PPO,Silver,QHP,MT
6438,30751MT0550097,30751,PPO,Silver,QHP,MT
6439,30751MT0550098,30751,PPO,Bronze,QHP,MT
6440,30751MT0550099,30751,PPO,Bronze,QHP,MT
6441,30751MT0550100,30751,PPO,Bronze Expanded,QHP,MT
6442,30751MT0550101,30751,PPO,Bronze Expanded,QHP,MT
6443,30751MT0650028,30751,HMO,Gold,QHP,MT
6444,30751MT0650029,30751,HMO,Silver,QHP,MT
6445,30751MT0650030,30751,HMO,Bronze,QHP,MT
6446,30751MT0650031,30751,HMO,Gold,QHP,MT
6447,30751MT0650032,30751,HMO,Gold,QHP,MT
6448,30751MT0650033,30751,HMO,Silver,QHP,MT
6449,30751MT0650034,30751,HMO,Silver,QHP,MT
6450,30751MT0650035,30751,HMO,Bronze,QHP,MT
6451,30751MT0650036,30751,HMO,Bronze,QHP,MT
6452,30751MT0650037,30751,HMO,Bronze Expanded,QHP,MT
6453,30751MT0650038,30751,HMO,Bronze Expanded,QHP,MT
6454,30751MT0650039,30751,HMO,Bronze Expanded,QHP,MT
6455,32225MT0060008,32225,PPO,Gold,QHP,MT
6456,32225MT0060009,32225,PPO,Silver,QHP,MT
6457,32225MT0060010,32225,PPO,Bronze Expanded,QHP,MT
6458,32225MT0090010,32225,PPO,Gold,QHP,MT
6459,32225MT0090011,32225,PPO,Silver,QHP,MT
6460,32225MT0090012,32225,PPO,Bronze Expanded,QHP,MT
6461,32225MT0150001,32225,PPO,Gold,QHP,MT
6462,32225MT0150002,32225,PPO,Silver,QHP,MT
6463,32225MT0150003,32225,PPO,Bronze Expanded,QHP,MT
6464,32225MT0150004,32225,PPO,Gold,QHP,MT
6465,32225MT0150005,32225,PPO,Silver,QHP,MT
6466,32225MT0150006,32225,PPO,Bronze Expanded,QHP,MT
6467,23603MT0290016,23603,PPO,Bronze Expanded,QHP,MT
6468,23603MT0290017,23603,PPO,Silver,QHP,MT
6469,23603MT0290018,23603,PPO,Gold,QHP,MT
6470,77264NC0010044,77264,HMO,Bronze Expanded,QHP,NC
6471,77264NC0010045,77264,HMO,Silver,QHP,NC
6472,77264NC0010046,77264,HMO,Gold,QHP,NC
6473,77264NC0010047,77264,HMO,Bronze,QHP,NC
6474,77264NC0010048,77264,HMO,Bronze Expanded,QHP,NC
6475,77264NC0010049,77264,HMO,Bronze Expanded,QHP,NC
